mask_client_identifier,amount1,amount2,rec_date,SMS_text
OWLr0TMWp5TdH8Ii9fWWYA==,523929.85.,2490.37,1/17/2024,"dear wcare, npr 2,490.37 is deposited in a/c 022#4594 on 17/01/2024 17:34. rmk: 250124######e6t8. good baln: npr 523929.85."
CjUlY+MarJKGnNXpAulc8w==,0,10000,1/17/2024,"dear ndltr,npr 10,000.00 debited from your a/c ###0017 on 17/01/2024 remarks: cwd atm @  available bal: 11586.4. update kyc url"
CE1g0h7I0lmvI2xN0CrTuw==,41000,0,1/26/2024,"your a/c ##01 has been deposited by npr 41,000.00 on 26/01/24 16:58rmk: home chq# 1941094 depo by. av.bal.42975.69.enjoy fd upto 9.00%"
ZZSwbnodFM9T0v/59+pLyQ==,17424,0,1/26/2024,"dear xrlhm, your ##phone_num has been credited by npr 17,424.00 on 26/01/24. remarks:(sal for poush 080)."
Cgg5oYSu2KxJPSRbC7Kuog==,500,0,2/19/2024,"dear clyci, ###9041 is debited by npr 500.00 on 19/02/2024, remarks: atm/459521x6310/ctzw av bal: 421.46. support center:#phone_num"
ZXzx9IEGggpnQYgSO8orBw==,0,0,2/19/2024,"stay updated about revised minimum balances url a/c 043#01 debited by 5000 on 2024-02-19 13:19:16.0,atm cwd/xyzFinancialinstitutiona."
bV6oDJgaWQU15xITCpVMhA==,0,1210,1/18/2024,"dear yxgsu, npr 1,210.00 has been withdrawn from your a/c 057###11 on 18/01/2024 15:36:58. rmk: 30223842,fonepay"
cqqIeeNpQ+tNeONXEmVj8g==,75,0,1/18/2024,"received rs.75 from 97628XXXXX for rrn 206723036, abc. download: url  watch: url"
BFEFbO8xBHBM4WpjrGMLiw==,890,0,1/28/2024,your a/c ##01 has been withdrawn by npr 890.00 on 28/01/24 19:15rmk: 98672XXXXX xyzcode;02401. av.bal.78271.97.enjoy fd upto 9.00%
CE1g0h7I0lmvI2xN0CrTuw==,1000,0,1/28/2024,"your a/c ##01 has been withdrawn by npr 1,000.00 on 28/01/24 21:20rmk: 98677XXXXX 98194XXXXX. av.bal.41475.69.enjoy fd upto 9.00%"
CE1g0h7I0lmvI2xN0CrTuw==,1000,0,2/29/2024,"your a/c ##01 has been withdrawn by npr 1,000.00 on 29/02/24 12:05rmk: 98677XXXXX 98194XXXXX. av.bal.68424.69.enjoy fd upto 8.50%"
znpkqDjEwydqeqZHKYDzyw==,0,5240,2/29/2024,"dear yzxfy,npr 5,240.00 debited from your a/c ###0011 on 29/02/2024 remarks: logo,logo  available bal: 307216.81. update kyc url"
bzzFF6EQHy9VDlbl0Erh/g==,0,1000,1/19/2024,"dear lllfs, npr 1,000.00 has been withdrawn from your a/c 108###11 on 19/01/2024 07:05:47. rmk: cwd atm @ ilam"
cqqIeeNpQ+tNeONXEmVj8g==,520,0,2/29/2024,"received rs.520 from 98467XXXXX for rrn 227051364, medical. download: url  watch: url"
Cgg5oYSu2KxJPSRbC7Kuog==,1000,0,2/29/2024,"dear qdeji, ###9041 is debited by npr 1,000.00 on 29/02/2024, remarks: atm/459521x6310/nica av bal: 16271.46. support center:#phone_num"
bV6oDJgaWQU15xITCpVMhA==,0,5000,2/8/2024,"dear txiww, npr 5,000.00 has been deposited in your a/c 057###11 on 08/02/2024 19:25:47. rmk: snmxp-33036814"
CE1g0h7I0lmvI2xN0CrTuw==,1500,0,2/23/2024,"your a/c ##01 has been withdrawn by npr 1,500.00 on 23/02/24 16:41rmk: 98677XXXXX 98194XXXXX. av.bal.69424.69.enjoy fd upto 8.50%"
znpkqDjEwydqeqZHKYDzyw==,0,0,2/23/2024,rights issue alert!!!
BvMLEj0fCrXkYz1ZmDl/dg==,0,0,1/5/2024,"dear ipjjl, your installment due for a/c 008##632 is on 2024-01-12,please pay in time.if already paid, ignore this message.thank you."
bwPItYt7s6lGPLaxPIsp/g==,0,518000,1/5/2024,"dear rhrlo,npr 518,000.00 debited from your a/c ###0014 on 05/01/2024 remarks: pmt ashmit available bal: 101306.31. update kyc url"
ZZSwbnodFM9T0v/59+pLyQ==,2000,0,1/5/2024,"dear qoazt, your ##phone_num has been debited by npr 2,000.00 on 05/01/24. remarks:atm/birtamode branch"
BFEFbO8xBHBM4WpjrGMLiw==,0,0,2/7/2024,"dear mjqkn, xyzFinancialinstitution wishes you a very happy birthday. wish you a blissful and prosperous year ahead. have a great day."
cLveLm0YB1mEOxp3FRXMrQ==,5000,0,1/23/2024,"xyzcode ac 0###15194361 credited by npr 5,000.00 on 23/01/2024 for fund trf frm padma kumari th-kali"
Cgg5oYSu2KxJPSRbC7Kuog==,10500,0,1/23/2024,"dear moogb, ###9041 is credited by npr 10,500.00 on 23/01/2024, remarks: mb/xyzFinancialinstitution/wd:17059943 av bal: 10524.06. support center:#phone_num"
ZZSwbnodFM9T0v/59+pLyQ==,0,0,1/1/2024,"dear gyirz, transaction dispute id ir-10035719 of amount 1,200.00 is in follow-up process. remarks: transaction in verification. thank you."
c3UcwMxbpoEoLFwni5UZ8A==,0,1000,1/1/2024,"dear tcwdp,npr 1,000.00 credited in your a/c ###0010 on 01/01/2024 remarks: ie9kpk9zkh available bal: 1000.46. update kyc url"
grEQACGtnSIBFvM7m9Tn1w==,420,0,1/25/2024,xyzcode ac 0####phone_num credited by npr 420.00 on 25/01/2024 for ips/22.00%nimb-div74/75dc6113/dividend payable f.y
grEQACGtnSIBFvM7m9Tn1w==,2,0,1/25/2024,xyzcode ac 0####phone_num debited by npr 2.00 on 25/01/2024 for ips fund trf charge
zTDzlt5GHGWFKBrvwKQDSA==,3000,0,1/25/2024,"dear ejuis, ###9011 is debited by npr 3,000.00 on 25/01/2024, remarks: mb/98434XXXXX/xyzFinancialinstitution, av bal: 69261.59. support center:#phone_num"
BFEFbO8xBHBM4WpjrGMLiw==,580,0,1/29/2024,your a/c ##01 has been withdrawn by npr 580.00 on 29/01/24 13:29rmk: 169632740 eatwell cafe an. av.bal.77691.97.enjoy fd upto 9.00%
ZZSwbnodFM9T0v/59+pLyQ==,15000,0,1/29/2024,"xyzcode ac ###500833360 debited by npr 15,000.00 on 29/01/2024 for cash withdrawl  @ 'xyzcode007030n damak amda"
ZZSwbnodFM9T0v/59+pLyQ==,15010,0,1/29/2024,"dear razfe, your ##phone_num has been debited by npr 15,010.00 on 29/01/24. remarks:ibft/22728722/xyzcode;55500######/for pobo"
ZZSwbnodFM9T0v/59+pLyQ==,15000,0,1/29/2024,"xyzcode ac ###500833360 credited by npr 15,000.00 on 29/01/2024 for fund trf frm a/c payable ibf-fon:ibft:3310671"
ZZSwbnodFM9T0v/59+pLyQ==,15000,0,1/29/2024,"xyzcode ac ###500833360 debited by npr 15,000.00 on 29/01/2024 for cash withdrawl  @ 'xyzcode007030n damak amda"
cqqIeeNpQ+tNeONXEmVj8g==,35,0,1/29/2024,"received rs.35 from 98570XXXXX for rrn 211675963, medicine. download: url  watch: url"
bwPItYt7s6lGPLaxPIsp/g==,0,350,2/2/2024,"dear gnjjq,npr 350.00 debited from your a/c ###0014 on 02/02/2024 remarks: renewmbank available bal: 56457.92. update kyc url"
zTDzlt5GHGWFKBrvwKQDSA==,3500,0,2/2/2024,"dear clpap, ###9011 is debited by npr 3,500.00 on 02/02/2024, remarks: mb/98434XXXXX/213332 av bal: 23091.99. support center:#phone_num"
cqqIeeNpQ+tNeONXEmVj8g==,1000,0,2/2/2024,"received rs.1000 from 98570XXXXX for rrn 213342354, ag. download: url  watch: url"
CE1g0h7I0lmvI2xN0CrTuw==,0,0,2/2/2024,please collect policy book of no n91016584 from agency office and deliver to the policy owner.kindly send us policy receipt.metlife.
bf13/3Fb92NQN3Pejei9Eg==,0,0,2/2/2024,emi amount npr 29918.17 is due on 2024-02-12. we request you to pay on time to avoid penalty charges.
bV6oDJgaWQU15xITCpVMhA==,0,5600,2/2/2024,"dear ekhju, npr 5,600.00 has been deposited in your a/c 057###11 on 02/02/2024 08:59:39. rmk: wd:1706843######:xyzcode"
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/4/2024,"dear jdxqb, your verification code for forgot password is 409444. don't share this code with anyone."
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/4/2024,"dear masnx, your verification code for forgot password is 177785. don't share this code with anyone."
OWLr0TMWp5TdH8Ii9fWWYA==,504264.52,25000,1/4/2024,"dear mlhvk, npr 25,000.00 is withdrawn from a/c 022#4594 on 04/01/2024 11:26. rmk: h.chq cash 400107. good baln: npr 504264.52"
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/4/2024,"dear pbwvy, your verification code for forgot password is 512984. don't share this code with anyone."
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/4/2024,"dear lgmrr, your account is locked due to 3 password reset attempts. contact your branch to unlock it."
Cgg5oYSu2KxJPSRbC7Kuog==,1010,0,1/14/2024,"dear ffrjm, ###9041 is debited by npr 1,010.00 on 14/01/2024, remarks: mb/98662XXXXX/boalnp av bal: 14.84. support center:#phone_num"
CjUlY+MarJKGnNXpAulc8w==,15000,0,1/8/2024,"dear fnqhf, your #98701001 has been credited by npr 15,000.00 on 08/01/24. remarks:(cash deposited by nischal ghimire)."
zTDzlt5GHGWFKBrvwKQDSA==,2200,0,1/8/2024,"dear aijxs, ###9011 is debited by npr 2,200.00 on 08/01/2024, remarks: mb/98434XXXXX/xyzFinancialinstitution, av bal: 15856.04. support center:#phone_num"
BFEFbO8xBHBM4WpjrGMLiw==,700,0,2/6/2024,"your a/c ##01 has been withdrawn by npr 700.00 on 06/02/24 19:31rmk: 98672XXXXX 215622874,2222. av.bal.13121.97.enjoy fd upto 9.00%"
BFEFbO8xBHBM4WpjrGMLiw==,60008,0,1/30/2024,"your a/c ##01 has been withdrawn by npr 60,008.00 on 30/01/24 13:02rmk: 170465528 transaction rem. av.bal.17683.97.enjoy fd upto 9.00%"
cqqIeeNpQ+tNeONXEmVj8g==,240,0,1/30/2024,"received rs.240 from 98677XXXXX for rrn 212118671, shmphoo. download: url  watch: url"
cqqIeeNpQ+tNeONXEmVj8g==,460,0,1/26/2024,"received rs.460 from 98632XXXXX for rrn 210496473, ss. download: url  watch: url"
CE1g0h7I0lmvI2xN0CrTuw==,0,0,1/26/2024,"dear diwik, your password has been set successfully."
CE1g0h7I0lmvI2xN0CrTuw==,500,0,1/26/2024,your a/c ##01 has been withdrawn by npr 500.00 on 26/01/24 21:34rmk: 98677XXXXX 98194XXXXX. av.bal.42475.69.enjoy fd upto 9.00%
ZZSwbnodFM9T0v/59+pLyQ==,1000,0,2/10/2024,"xyzcode ac ###500833360 credited by npr 1,000.00 on 10/02/2024 for fund trf frm a/c payable ibf-fon:ibft:3401234"
bzzFF6EQHy9VDlbl0Erh/g==,0,1000,1/31/2024,"dear jaexr, npr 1,000.00 has been deposited in your a/c 108###11 on 31/01/2024 15:02:18. rmk: y7jkb6ocepu-1-y7jkb6ocepu"
bzzFF6EQHy9VDlbl0Erh/g==,0,1000,1/31/2024,"dear nadze, npr 1,000.00 has been withdrawn from your a/c 108###11 on 31/01/2024 15:17:02. rmk: cwd atm @ xyzcode illam atm"
grEQACGtnSIBFvM7m9Tn1w==,0,0,2/24/2024,"apply for kumari sabal yojana url a/c 013#01 debited by 1060 on 2024-02-24 09:57:03.0,xyzcode:28328053|pr."
bzzFF6EQHy9VDlbl0Erh/g==,0,0,2/28/2024,ipo bharnu bhayo ta?
bf13/3Fb92NQN3Pejei9Eg==,0,0,2/28/2024,"apply for kumari sabal yojana url a/c 099#01 debited by 10010 on 2024-02-28 07:48:15.0,xyzcode:28679027|lx."
CaRMs797vWJe9l0zQInIKg==,1510,0,1/18/2024,"dear nepmc, your 0###001 debited by npr 1,510.00 on 18/01/2024 15:36:04,rmk:97031XXXXX mob,liladhar."
OWLr0TMWp5TdH8Ii9fWWYA==,482103.61,39910,2/5/2024,"dear izcxj, npr 39,910.00 is withdrawn from a/c 022#4594 on 05/02/2024 13:11. rmk: 98418XXXXX. good baln: npr 482103.61"
bf13/3Fb92NQN3Pejei9Eg==,0,0,2/5/2024,"a/c 099#01 credited by 662.32 on 2024-02-05 13:12:17.0,ips/2023 december pa."
OWLr0TMWp5TdH8Ii9fWWYA==,560604.55.,30629.71,1/21/2024,"dear xiflz, npr 30,629.71 is deposited in a/c 022#4594 on 21/01/2024 10:46. rmk: 166383632. good baln: npr 560604.55."
CjUlY+MarJKGnNXpAulc8w==,0,5010,2/14/2024,"dear ndfwc,npr 5,010.00 debited from your a/c ###0017 on 14/02/2024 remarks: ss,ibft ss available bal: 22385.4. update kyc url"
ZZSwbnodFM9T0v/59+pLyQ==,0,0,1/1/2024,"dear bqrty, transaction dispute with id ir-10035719 of amount 1,200.00 was found successful. hence, refund is not applicable. for more info: #phone_num. thank you."
ZXzx9IEGggpnQYgSO8orBw==,39955.08,0,1/1/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 0###100001 credited by npr 39,955.08 on 01/01/2024 08:43:22,stat bonus."
cqqIeeNpQ+tNeONXEmVj8g==,685,0,1/7/2024,"received rs.685 from 98675XXXXX for rrn l5mjpi9haad, n/a. download: url  watch: url"
ZZSwbnodFM9T0v/59+pLyQ==,510,0,1/23/2024,"dear eyuqo, your ##phone_num has been debited by npr 510.00 on 23/01/24. remarks:ibft/22050440/xyzcode;55500######/for form"
ZZSwbnodFM9T0v/59+pLyQ==,500,0,1/23/2024,xyzcode ac ###500833360 credited by npr 500.00 on 23/01/2024 for fund trf frm a/c payable ibf-fon:ibft:3270393
bV6oDJgaWQU15xITCpVMhA==,0,20010,1/24/2024,"dear pgybh, npr 20,010.00 has been withdrawn from your a/c 057###11 on 24/01/2024 09:22:19. rmk: 30776741,fonepay"
